"id_","t_date","t_type","t_amt","has_credit_card","account_type"
"490","07-04-2020","purchase","318","Yes","Savings"
"490","28-02-2020","purchase","376","No","Current"
"111","01-02-2020","deposit","362","No","Savings"
"111","25-03-2020","withdrawal","364","No","Savings"
"372","07-01-2020","withdrawal","208","No","Current"
"372","05-02-2020","deposit","268","Yes","Savings"
"372","15-03-2020","purchase","44","Yes","Current"
"372","26-03-2020","purchase","897","Yes","Savings"
"372","27-03-2020","withdrawal","383","Yes","Salary"
"372","11-02-2020","deposit","735","No","Salary"
"372","20-02-2020","purchase","578","No","NRI"
"372","21-02-2020","withdrawal","949","No","Savings"
"372","25-03-2020","purchase","402","No","NRI"
"372","12-01-2020","deposit","296","Yes","Salary"
"372","10-03-2020","purchase","802","Yes","Current"
"372","02-03-2020","deposit","205","Yes","Current"
"372","18-01-2020","deposit","924","No","Current"
"372","28-03-2020","deposit","291","No","Savings"
"372","02-03-2020","withdrawal","457","Yes","Current"
"372","02-03-2020","deposit","85","No","Savings"
"372","20-01-2020","purchase","120","Yes","Savings"
"372","24-02-2020","withdrawal","953","Yes","Savings"
"372","05-03-2020","withdrawal","462","Yes","Savings"
"372","25-01-2020","deposit","906","No","Current"
"307","20-02-2020","withdrawal","341","No","Savings"
"307","09-04-2020","withdrawal","463","No","Savings"
"307","18-02-2020","deposit","970","No","Current"
"307","26-01-2020","purchase","308","No","Savings"
"307","24-01-2020","purchase","652","No","Savings"
"307","23-03-2020","withdrawal","867","Yes","Current"
"307","17-03-2020","deposit","212","No","Savings"
"307","19-02-2020","deposit","817","Yes","Salary"
"307","19-01-2020","purchase","99","No","Salary"
"307","27-03-2020","deposit","430","No","NRI"
"363","06-03-2020","deposit","266","No","Savings"
"363","01-03-2020","withdrawal","966","No","NRI"
"363","23-02-2020","purchase","812","Yes","Salary"
"363","04-03-2020","purchase","563","Yes","Current"
"363","26-03-2020","withdrawal","462","Yes","Current"
"363","06-01-2020","deposit","99","No","Current"
"363","14-02-2020","deposit","301","No","Savings"
"363","10-02-2020","withdrawal","533","Yes","Current"
"363","28-03-2020","withdrawal","722","No","Savings"
"363","29-01-2020","deposit","256","Yes","Savings"
"363","06-02-2020","purchase","551","Yes","Savings"
"363","01-04-2020","deposit","179","Yes","Savings"
"22","26-02-2020","deposit","863","No","Current"
"22","16-03-2020","deposit","865","No","Savings"
"22","17-03-2020","withdrawal","370","No","Savings"
"22","14-04-2020","withdrawal","875","No","Current"
"22","05-04-2020","withdrawal","80","No","Savings"
"22","29-03-2020","deposit","801","No","Current"
"22","09-02-2020","purchase","842","Yes","Savings"
"22","02-02-2020","deposit","490","No","Salary"
"22","30-03-2020","withdrawal","544","Yes","Salary"
"22","05-03-2020","deposit","532","No","NRI"
"22","17-04-2020","purchase","982","No","Savings"
"22","04-02-2020","withdrawal","544","No","NRI"
"22","29-02-2020","withdrawal","730","No","Salary"
"22","24-02-2020","deposit","272","Yes","Current"
"22","27-03-2020","purchase","394","Yes","Current"
"22","28-01-2020","purchase","559","Yes","Current"
"22","09-04-2020","deposit","728","No","Savings"
"22","11-02-2020","purchase","783","No","Current"
"171","21-01-2020","purchase","270","Yes","Savings"
"171","06-04-2020","deposit","548","No","Savings"
"171","26-02-2020","deposit","699","Yes","Savings"
"171","18-03-2020","withdrawal","201","Yes","Savings"
"171","21-01-2020","purchase","795","Yes","Current"
"171","29-02-2020","withdrawal","643","No","Savings"
"171","02-02-2020","withdrawal","989","No","Savings"
"171","24-02-2020","withdrawal","721","No","Current"
"171","24-03-2020","deposit","445","No","Savings"
"171","03-04-2020","withdrawal","297","No","Current"
"171","22-03-2020","withdrawal","765","No","Savings"
"171","23-01-2020","deposit","397","Yes","Salary"
"171","12-02-2020","deposit","451","No","Salary"
"171","12-04-2020","deposit","759","Yes","NRI"
"19","10-03-2020","withdrawal","559","No","Savings"
"19","07-04-2020","deposit","343","No","NRI"
"19","06-02-2020","withdrawal","61","No","Salary"
"19","03-03-2020","deposit","509","No","Current"
"19","22-01-2020","purchase","59","Yes","Current"
"19","21-02-2020","purchase","178","Yes","Current"
"289","24-02-2020","purchase","412","Yes","Savings"
"289","03-03-2020","purchase","64","No","Current"
"289","15-04-2020","withdrawal","453","No","Savings"
"289","16-04-2020","deposit","436","Yes","Savings"
"289","11-02-2020","withdrawal","382","Yes","Savings"
"289","24-04-2020","withdrawal","511","No","Savings"
"289","07-03-2020","deposit","860","No","Current"
"289","14-02-2020","purchase","939","No","Savings"
"289","26-04-2020","deposit","403","No","Savings"
"289","20-03-2020","purchase","868","Yes","Current"
"289","31-03-2020","withdrawal","910","Yes","Savings"
"289","02-02-2020","deposit","688","Yes","Current"
"289","26-03-2020","deposit","255","No","Savings"
"419","12-01-2020","withdrawal","217","No","Salary"
"419","24-03-2020","purchase","796","Yes","Salary"
"419","23-02-2020","deposit","159","No","NRI"
"419","18-01-2020","deposit","699","Yes","Savings"
"419","09-02-2020","purchase","779","Yes","NRI"
"419","11-02-2020","purchase","755","Yes","Salary"
"419","28-02-2020","deposit","305","No","Current"
"419","20-03-2020","purchase","84","No","Current"
"419","13-03-2020","purchase","523","No","Current"
"154","29-02-2020","withdrawal","875","No","Savings"
"154","09-02-2020","purchase","255","No","Current"
"154","28-02-2020","deposit","86","No","Savings"
"154","15-01-2020","purchase","801","Yes","Savings"
"154","31-01-2020","deposit","730","No","Savings"
"154","07-02-2020","withdrawal","13","Yes","Savings"
"154","31-01-2020","purchase","994","No","Current"
"154","19-03-2020","withdrawal","415","No","Savings"
"154","12-04-2020","purchase","537","No","Savings"
"154","13-02-2020","withdrawal","437","No","Current"
"154","19-02-2020","deposit","66","Yes","Savings"
"154","03-03-2020","deposit","988","Yes","Savings"
"154","07-02-2020","deposit","938","Yes","Current"
"154","15-03-2020","deposit","663","No","Savings"
"154","08-02-2020","purchase","239","No","Salary"
"154","16-03-2020","withdrawal","988","Yes","Salary"
"154","04-03-2020","withdrawal","12","Yes","NRI"
"154","07-04-2020","deposit","86","No","Savings"
"154","27-02-2020","purchase","219","No","NRI"
"154","28-01-2020","withdrawal","447","No","Salary"
"156","08-04-2020","deposit","230","No","Current"
"75","21-02-2020","deposit","60","Yes","Current"
"191","10-02-2020","withdrawal","469","Yes","Current"
"191","20-01-2020","deposit","863","Yes","Savings"
"191","09-04-2020","withdrawal","157","No","Current"
"191","02-02-2020","deposit","143","No","Savings"
"191","26-03-2020","purchase","270","Yes","Savings"
"71","25-02-2020","withdrawal","623","No","Savings"
"71","14-03-2020","withdrawal","592","Yes","Savings"
"71","17-02-2020","withdrawal","178","Yes","Current"
"263","05-04-2020","deposit","658","Yes","Savings"
"263","22-02-2020","purchase","200","No","Savings"
"462","10-04-2020","withdrawal","510","No","Current"
"462","02-03-2020","purchase","386","No","Savings"
"462","05-02-2020","deposit","641","No","Current"
"462","01-04-2020","purchase","200","No","Savings"
"462","03-03-2020","deposit","144","No","Salary"
"462","15-02-2020","withdrawal","579","Yes","Salary"
"462","27-01-2020","withdrawal","106","No","NRI"
"462","26-01-2020","withdrawal","106","Yes","Savings"
"462","06-02-2020","withdrawal","77","No","NRI"
"462","14-02-2020","withdrawal","239","No","Salary"
"462","08-02-2020","deposit","249","No","Current"
"462","13-04-2020","withdrawal","994","No","Current"
"462","18-04-2020","deposit","801","Yes","Current"
"462","19-03-2020","deposit","610","Yes","Savings"
"462","02-03-2020","withdrawal","359","Yes","Current"
"462","18-04-2020","deposit","339","No","Savings"
"462","07-02-2020","purchase","912","No","Savings"
"462","30-01-2020","deposit","505","Yes","Savings"
"462","27-03-2020","withdrawal","117","Yes","Savings"
"462","03-03-2020","withdrawal","713","No","Current"
"405","10-03-2020","purchase","456","No","Savings"
"405","30-03-2020","withdrawal","836","No","Savings"
"405","20-01-2020","purchase","458","No","Current"
"405","19-02-2020","withdrawal","742","Yes","Savings"
"405","07-02-2020","purchase","438","Yes","Current"
"405","14-03-2020","deposit","38","Yes","Savings"
"405","25-02-2020","deposit","545","No","Salary"
"405","27-03-2020","purchase","171","No","Salary"
"405","13-03-2020","purchase","984","Yes","NRI"
"405","17-01-2020","purchase","492","No","Savings"
"405","17-01-2020","purchase","754","Yes","NRI"
"405","01-02-2020","purchase","593","Yes","Salary"
"405","07-03-2020","deposit","702","Yes","Current"
"405","31-03-2020","withdrawal","379","No","Current"
"405","02-04-2020","purchase","188","No","Current"
"405","18-03-2020","withdrawal","671","No","Savings"
"405","14-01-2020","deposit","480","No","Current"
"405","29-01-2020","purchase","902","No","Savings"
"405","12-01-2020","withdrawal","975","No","Savings"
"405","13-01-2020","purchase","209","Yes","Savings"
"37","20-02-2020","deposit","711","No","Savings"
"37","30-03-2020","purchase","396","Yes","Current"
"37","17-02-2020","deposit","666","No","Savings"
"37","12-03-2020","withdrawal","360","No","Savings"
"37","01-03-2020","withdrawal","54","No","Current"
"37","14-04-2020","deposit","371","No","Savings"
"37","06-02-2020","deposit","544","Yes","Current"
"37","12-04-2020","purchase","80","Yes","Savings"
"37","17-04-2020","deposit","190","Yes","Salary"
"37","28-02-2020","purchase","837","No","Salary"
"37","08-02-2020","purchase","922","No","NRI"
"37","03-02-2020","purchase","331","Yes","Savings"
"37","15-02-2020","deposit","356","Yes","NRI"
"37","26-04-2020","purchase","660","No","Salary"
"37","11-02-2020","deposit","630","No","Current"
"37","23-03-2020","purchase","351","No","Current"
"37","30-01-2020","purchase","861","No","Current"
"37","14-04-2020","withdrawal","812","Yes","Savings"
"37","25-04-2020","deposit","730","Yes","Current"
"37","30-03-2020","withdrawal","810","Yes","Savings"
"37","24-04-2020","deposit","371","No","Savings"
"342","08-03-2020","withdrawal","947","No","Savings"
"342","20-04-2020","deposit","624","Yes","Savings"
"342","24-02-2020","purchase","887","No","Current"
"342","22-04-2020","withdrawal","574","Yes","Savings"
"342","12-02-2020","deposit","910","Yes","Savings"
"342","07-04-2020","purchase","688","Yes","Current"
"342","25-03-2020","deposit","990","No","Savings"
"342","17-02-2020","purchase","715","No","Savings"
"342","26-03-2020","deposit","745","No","Current"
"342","27-02-2020","deposit","60","No","Savings"
"371","11-04-2020","purchase","483","No","Salary"
"371","21-02-2020","deposit","631","No","Salary"
"371","16-02-2020","deposit","146","Yes","NRI"
"371","28-03-2020","deposit","883","No","Savings"
"371","23-03-2020","withdrawal","40","Yes","NRI"
"371","04-02-2020","purchase","685","No","Salary"
"371","10-04-2020","purchase","755","No","Current"
"371","13-03-2020","withdrawal","218","No","Current"
"371","29-01-2020","purchase","662","No","Current"
"371","06-03-2020","withdrawal","383","Yes","Savings"
"371","05-02-2020","deposit","238","Yes","Current"
"371","05-03-2020","withdrawal","93","Yes","Savings"
"371","25-02-2020","withdrawal","350","No","Savings"
"173","27-02-2020","purchase","3","No","Savings"
"173","25-01-2020","deposit","578","Yes","Savings"
"173","07-04-2020","withdrawal","791","Yes","Current"
"173","05-03-2020","withdrawal","708","No","Savings"
"173","04-02-2020","deposit","486","No","Savings"
"173","09-03-2020","deposit","124","No","Current"
"173","14-02-2020","withdrawal","383","No","Savings"
"173","23-03-2020","purchase","562","Yes","Current"
"173","07-03-2020","deposit","660","Yes","Savings"
"9","04-03-2020","deposit","381","Yes","Salary"
"9","16-04-2020","deposit","953","No","Salary"
"9","10-03-2020","deposit","13","No","NRI"
"9","25-01-2020","deposit","180","Yes","Savings"
"9","16-03-2020","withdrawal","446","No","NRI"
"9","09-04-2020","withdrawal","976","Yes","Salary"
"9","15-02-2020","withdrawal","195","Yes","Current"
"9","10-04-2020","withdrawal","699","Yes","Current"
"9","05-03-2020","deposit","982","No","Current"
"302","07-03-2020","deposit","652","No","Savings"
"302","01-03-2020","withdrawal","860","No","Current"
"302","03-02-2020","withdrawal","838","No","Savings"
"302","14-02-2020","purchase","268","No","Savings"
"302","27-01-2020","withdrawal","862","No","Savings"
"302","29-01-2020","purchase","399","Yes","Savings"
"302","30-03-2020","deposit","340","No","Current"
"302","20-04-2020","deposit","615","Yes","Savings"
"302","25-02-2020","deposit","528","No","Savings"
"302","09-03-2020","purchase","465","No","Current"
"302","27-01-2020","purchase","381","No","Savings"
"403","30-01-2020","withdrawal","518","No","Current"
"403","03-03-2020","purchase","81","Yes","Savings"
"403","25-01-2020","deposit","649","Yes","Salary"
"403","24-01-2020","withdrawal","60","Yes","Salary"
"403","09-03-2020","deposit","765","No","NRI"
"403","06-04-2020","deposit","60","No","Savings"
"110","07-01-2020","withdrawal","905","Yes","NRI"
"110","13-01-2020","withdrawal","944","Yes","Salary"
"110","26-01-2020","purchase","14","No","Current"
"110","03-03-2020","deposit","417","No","Current"
"110","18-01-2020","deposit","480","No","Current"
"110","06-02-2020","deposit","914","No","Savings"
"110","19-01-2020","purchase","85","Yes","Current"
"110","06-01-2020","withdrawal","697","Yes","Savings"
"110","21-01-2020","deposit","705","Yes","Savings"
"110","18-01-2020","deposit","709","No","Savings"
"110","17-03-2020","deposit","943","No","Savings"
"110","19-01-2020","purchase","150","Yes","Current"
"110","10-03-2020","withdrawal","202","No","Savings"
"110","29-03-2020","deposit","250","Yes","Savings"
"110","14-01-2020","deposit","485","Yes","Current"
"110","05-03-2020","withdrawal","373","Yes","Savings"
"110","09-01-2020","deposit","241","No","Current"
"110","14-01-2020","deposit","545","No","Savings"
"110","11-02-2020","withdrawal","974","No","Salary"
"492","09-03-2020","purchase","53","No","Salary"
"492","27-01-2020","purchase","999","No","NRI"
"492","07-03-2020","purchase","32","No","Savings"
"492","10-01-2020","purchase","881","Yes","NRI"
"492","13-01-2020","purchase","368","No","Salary"
"492","29-01-2020","deposit","171","Yes","Current"
"492","10-03-2020","deposit","299","No","Current"
"492","27-03-2020","withdrawal","581","No","Current"
"492","15-02-2020","withdrawal","674","No","Savings"
"492","14-03-2020","withdrawal","367","No","Current"
"492","30-01-2020","deposit","945","Yes","Savings"
"492","28-02-2020","deposit","13","Yes","Savings"
"492","19-01-2020","withdrawal","418","Yes","Savings"
"477","31-01-2020","purchase","428","No","Savings"
"477","29-02-2020","purchase","156","No","Current"
"477","29-03-2020","withdrawal","746","Yes","Savings"
"477","06-01-2020","purchase","209","Yes","Savings"
"477","14-01-2020","purchase","235","No","Current"
"477","15-03-2020","withdrawal","531","No","Savings"
"477","16-03-2020","deposit","624","No","Savings"
"477","06-02-2020","withdrawal","935","No","Current"
"477","17-03-2020","withdrawal","444","Yes","Savings"
"477","22-01-2020","withdrawal","429","Yes","Salary"
"477","02-02-2020","withdrawal","274","Yes","Salary"
"477","31-01-2020","withdrawal","351","No","NRI"
"477","08-01-2020","withdrawal","589","No","Savings"
"477","28-03-2020","purchase","849","Yes","NRI"
"477","03-02-2020","withdrawal","193","No","Salary"
"477","13-01-2020","withdrawal","894","Yes","Current"
"337","21-03-2020","withdrawal","159","Yes","Current"
"337","09-03-2020","deposit","549","Yes","Current"
"337","04-04-2020","deposit","154","No","Savings"
"337","10-02-2020","deposit","658","No","Current"
"337","25-03-2020","deposit","890","No","Savings"
"337","31-01-2020","withdrawal","845","No","Savings"
"337","06-04-2020","deposit","7","No","Savings"
"337","21-02-2020","withdrawal","224","No","Savings"
"337","06-04-2020","purchase","297","Yes","Current"
"345","01-01-2020","purchase","964","No","Savings"
"345","08-01-2020","purchase","289","Yes","Savings"
"345","28-03-2020","purchase","702","No","Current"
"345","05-03-2020","purchase","936","No","Savings"
"345","25-01-2020","deposit","598","No","Current"
"345","04-02-2020","purchase","550","No","Savings"
"131","14-01-2020","deposit","803","Yes","Salary"
"131","19-02-2020","deposit","98","Yes","Salary"
"131","29-01-2020","deposit","465","Yes","NRI"
"131","10-02-2020","purchase","247","No","Savings"
"131","28-03-2020","purchase","16","No","NRI"
"131","02-02-2020","purchase","62","Yes","Salary"
"131","27-02-2020","deposit","719","Yes","Current"
"131","29-03-2020","deposit","344","No","Current"
"131","15-03-2020","deposit","672","No","Current"
"131","21-03-2020","deposit","263","No","Savings"
"131","20-01-2020","withdrawal","892","No","Current"
"131","14-02-2020","withdrawal","43","Yes","Savings"
"131","08-02-2020","purchase","955","Yes","Savings"
"131","21-01-2020","deposit","868","Yes","Savings"
"131","14-03-2020","deposit","181","No","Savings"
"131","25-02-2020","purchase","973","No","Current"
"131","27-03-2020","purchase","617","Yes","Savings"
"131","10-01-2020","purchase","846","No","Savings"
"131","31-01-2020","withdrawal","850","Yes","Current"
"131","22-03-2020","deposit","711","Yes","Savings"
"131","16-03-2020","withdrawal","707","Yes","Current"
"58","27-03-2020","purchase","240","No","Savings"
"58","25-02-2020","deposit","937","No","Salary"
"58","19-01-2020","deposit","432","No","Salary"
"58","02-04-2020","deposit","945","No","NRI"
"58","08-02-2020","deposit","333","No","Savings"
"58","02-04-2020","purchase","384","No","NRI"
"58","23-03-2020","deposit","237","Yes","Salary"
"58","10-03-2020","purchase","358","No","Current"
"58","13-01-2020","withdrawal","775","Yes","Current"
"58","06-03-2020","withdrawal","425","No","Current"
"58","02-02-2020","deposit","866","No","Savings"
"58","28-02-2020","purchase","407","No","Current"
"58","22-03-2020","purchase","958","No","Savings"
"58","17-03-2020","withdrawal","210","Yes","Savings"
"58","20-03-2020","withdrawal","939","Yes","Savings"
"58","14-02-2020","purchase","415","Yes","Savings"
"99","24-03-2020","withdrawal","23","No","Current"
"99","29-02-2020","withdrawal","189","No","Savings"
"99","21-01-2020","deposit","789","Yes","Savings"
"488","01-04-2020","deposit","221","Yes","Current"
"488","04-02-2020","deposit","191","No","Savings"
"488","21-02-2020","deposit","349","No","Current"
"488","11-01-2020","withdrawal","547","No","Savings"
"488","11-03-2020","withdrawal","709","No","Salary"
"286","07-02-2020","purchase","6","Yes","Salary"
"240","24-03-2020","deposit","995","Yes","NRI"
"240","01-02-2020","purchase","6","Yes","Savings"
"240","07-02-2020","purchase","35","No","NRI"
"240","01-04-2020","withdrawal","35","No","Salary"
"240","30-01-2020","deposit","897","Yes","Current"
"240","04-04-2020","deposit","168","No","Current"
"240","08-03-2020","deposit","460","Yes","Current"
"240","29-01-2020","purchase","684","Yes","Savings"
"240","08-03-2020","deposit","853","Yes","Current"
"240","20-01-2020","deposit","748","No","Savings"
"240","17-03-2020","withdrawal","494","No","Savings"
"240","01-03-2020","deposit","864","No","Savings"
"240","12-01-2020","purchase","725","No","Savings"
"240","03-04-2020","purchase","258","No","Current"
"240","25-03-2020","withdrawal","232","No","Savings"
"240","01-02-2020","purchase","313","Yes","Savings"
"326","18-01-2020","purchase","689","No","Current"
"326","09-02-2020","deposit","628","Yes","Savings"
"359","05-03-2020","deposit","845","No","Savings"
"359","07-04-2020","purchase","281","No","Current"
"359","09-02-2020","deposit","434","No","Savings"
"359","20-01-2020","deposit","136","No","Salary"
"359","18-03-2020","deposit","374","Yes","Salary"
"359","24-03-2020","withdrawal","335","Yes","NRI"
"359","10-01-2020","deposit","915","Yes","Savings"
"359","27-02-2020","withdrawal","40","No","NRI"
"359","04-03-2020","deposit","991","No","Salary"
"359","29-01-2020","purchase","171","Yes","Current"
"72","08-02-2020","withdrawal","493","Yes","Current"
"72","24-03-2020","purchase","800","No","Current"
"72","18-03-2020","deposit","627","No","Savings"
"72","18-03-2020","purchase","492","No","Current"
"72","06-02-2020","deposit","390","No","Savings"
"72","24-02-2020","withdrawal","932","Yes","Savings"
"72","28-03-2020","purchase","212","Yes","Savings"
"72","10-04-2020","purchase","92","Yes","Savings"
"72","17-04-2020","withdrawal","555","No","Current"
"72","28-02-2020","withdrawal","564","No","Savings"
"3","22-02-2020","purchase","965","Yes","Savings"
"3","12-04-2020","deposit","493","No","Current"
"3","05-03-2020","withdrawal","213","Yes","Savings"
"3","19-03-2020","withdrawal","188","Yes","Current"
"178","19-03-2020","purchase","244","Yes","Savings"
"178","03-02-2020","withdrawal","234","No","Salary"
"178","25-03-2020","withdrawal","19","No","Salary"
"178","08-04-2020","withdrawal","500","No","NRI"
"178","19-04-2020","purchase","975","No","Savings"
"178","23-01-2020","deposit","176","No","NRI"
"178","10-03-2020","withdrawal","387","No","Salary"
"178","10-03-2020","deposit","800","Yes","Current"
"178","10-02-2020","deposit","23","No","Current"
"178","14-02-2020","purchase","97","Yes","Current"
"178","17-03-2020","withdrawal","147","No","Savings"
"178","15-04-2020","purchase","898","No","Current"
"178","17-02-2020","deposit","443","No","Savings"
"146","27-01-2020","withdrawal","873","No","Savings"
"146","15-02-2020","purchase","950","Yes","Savings"
"146","17-02-2020","purchase","225","Yes","Savings"
"146","29-03-2020","deposit","987","Yes","Current"
"146","22-01-2020","purchase","822","No","Savings"
"146","20-03-2020","withdrawal","617","No","Savings"
"146","06-02-2020","purchase","349","Yes","Current"
"146","03-03-2020","withdrawal","569","Yes","Savings"
"146","22-02-2020","purchase","936","No","Current"
"146","16-01-2020","withdrawal","266","No","Savings"
"146","30-01-2020","deposit","497","No","Salary"
"146","14-03-2020","withdrawal","315","No","Salary"
"146","03-04-2020","deposit","64","Yes","NRI"
"385","30-03-2020","purchase","488","Yes","Savings"
"385","11-03-2020","purchase","855","Yes","NRI"
"385","03-04-2020","withdrawal","168","No","Salary"
"385","03-03-2020","deposit","335","No","Current"
"385","31-01-2020","withdrawal","257","Yes","Current"
"385","15-03-2020","withdrawal","916","No","Current"
"385","26-01-2020","withdrawal","512","Yes","Savings"
"385","22-03-2020","purchase","988","Yes","Current"
"385","27-03-2020","purchase","607","Yes","Savings"
"385","26-01-2020","purchase","990","No","Savings"
"193","02-03-2020","purchase","203","No","Savings"
"279","19-02-2020","deposit","443","No","Savings"
"279","25-03-2020","purchase","83","No","Current"
"279","24-02-2020","deposit","725","No","Savings"
"279","01-04-2020","withdrawal","80","No","Savings"
"279","30-03-2020","deposit","745","Yes","Current"
"279","23-01-2020","deposit","844","No","Savings"
"279","15-01-2020","deposit","837","Yes","Current"
"279","13-01-2020","deposit","116","No","Savings"
"279","27-03-2020","withdrawal","135","No","Salary"
"279","24-02-2020","deposit","578","No","Salary"
"279","29-03-2020","deposit","15","No","NRI"
"272","01-04-2020","withdrawal","804","Yes","Savings"
"272","22-02-2020","withdrawal","15","Yes","NRI"
"272","10-02-2020","withdrawal","563","Yes","Salary"
"272","01-04-2020","deposit","708","No","Current"
"272","29-02-2020","purchase","541","No","Current"
"272","19-02-2020","purchase","852","Yes","Current"
"272","27-01-2020","purchase","934","Yes","Savings"
"272","01-02-2020","deposit","526","No","Current"
"87","02-02-2020","withdrawal","661","No","Savings"
"87","17-02-2020","withdrawal","107","No","Savings"
"87","29-01-2020","purchase","2","No","Savings"
"87","22-01-2020","purchase","524","Yes","Savings"
"87","21-01-2020","withdrawal","616","Yes","Current"
"87","14-02-2020","purchase","183","Yes","Savings"
"87","05-03-2020","purchase","197","No","Savings"
"87","10-04-2020","withdrawal","627","No","Current"
"87","26-02-2020","purchase","682","Yes","Savings"
"87","06-02-2020","deposit","561","No","Savings"
"87","19-02-2020","deposit","376","Yes","Current"
"87","19-02-2020","purchase","305","Yes","Savings"
"87","05-04-2020","deposit","995","Yes","Salary"
"244","18-04-2020","withdrawal","769","No","Salary"
"244","10-04-2020","purchase","284","No","NRI"
"244","31-03-2020","deposit","178","No","Savings"
"244","13-02-2020","deposit","448","No","NRI"
"244","18-02-2020","deposit","796","No","Salary"
"244","05-02-2020","purchase","220","No","Current"
"23","12-02-2020","withdrawal","408","Yes","Current"
"23","08-03-2020","deposit","834","No","Current"
"23","22-01-2020","purchase","240","Yes","Savings"
"23","08-04-2020","withdrawal","522","No","Current"
"23","31-03-2020","purchase","676","No","Savings"
"278","25-02-2020","withdrawal","618","No","Savings"
"278","21-02-2020","purchase","10","No","Savings"
"278","03-03-2020","withdrawal","152","Yes","Savings"
"278","28-02-2020","withdrawal","278","Yes","Current"
"278","16-04-2020","deposit","417","Yes","Savings"
"278","01-04-2020","withdrawal","276","No","Savings"
"278","27-01-2020","deposit","627","No","Current"
"278","26-02-2020","deposit","442","Yes","Savings"
"278","17-04-2020","deposit","727","Yes","Current"
"278","05-04-2020","deposit","152","No","Savings"
"278","15-04-2020","purchase","414","No","Salary"
"278","11-04-2020","deposit","396","No","Salary"
"278","20-04-2020","deposit","526","No","NRI"
"278","17-02-2020","deposit","878","Yes","Savings"
"278","11-03-2020","deposit","455","Yes","NRI"
"484","25-03-2020","deposit","981","Yes","Salary"
"484","23-03-2020","withdrawal","56","No","Current"
"368","30-03-2020","purchase","507","No","Current"
"368","21-02-2020","withdrawal","598","Yes","Current"
"368","07-02-2020","withdrawal","242","No","Savings"
"368","28-01-2020","withdrawal","903","Yes","Current"
"368","03-02-2020","withdrawal","510","Yes","Savings"
"368","22-03-2020","deposit","952","Yes","Savings"
"368","06-02-2020","deposit","450","No","Savings"
"368","30-01-2020","deposit","277","No","Savings"
"368","02-02-2020","purchase","232","No","Current"
"368","08-04-2020","withdrawal","282","No","Savings"
"368","11-04-2020","withdrawal","387","No","Savings"
"368","01-04-2020","purchase","208","No","Current"
"368","12-02-2020","purchase","910","Yes","Savings"
"368","29-03-2020","deposit","934","No","Current"
"368","04-03-2020","purchase","147","Yes","Savings"
"368","17-02-2020","withdrawal","296","No","Salary"
"368","18-02-2020","withdrawal","626","No","Salary"
"368","18-03-2020","deposit","782","No","NRI"
"368","14-04-2020","purchase","507","No","Savings"
"158","08-02-2020","purchase","192","Yes","NRI"
"158","16-03-2020","purchase","546","Yes","Salary"
"158","29-03-2020","purchase","522","Yes","Current"
"158","18-01-2020","purchase","109","No","Current"
"158","13-03-2020","purchase","235","No","Current"
"158","28-01-2020","purchase","477","Yes","Savings"
"158","27-03-2020","withdrawal","118","Yes","Current"
"158","09-03-2020","withdrawal","799","No","Savings"
"158","19-03-2020","deposit","567","No","Savings"
"158","23-03-2020","deposit","683","No","Savings"
"148","28-03-2020","deposit","739","No","Savings"
"148","09-02-2020","purchase","941","Yes","Current"
"148","17-03-2020","withdrawal","348","Yes","Savings"
"148","17-02-2020","withdrawal","788","Yes","Savings"
"148","03-04-2020","purchase","113","Yes","Current"
"148","13-02-2020","purchase","826","No","Savings"
"148","08-04-2020","purchase","541","No","Current"
"118","30-03-2020","deposit","223","No","Savings"
"118","24-01-2020","purchase","977","No","Salary"
"118","02-02-2020","deposit","173","Yes","Salary"
"118","11-03-2020","purchase","795","Yes","NRI"
"118","02-02-2020","withdrawal","3","Yes","Savings"
"118","15-03-2020","withdrawal","342","No","NRI"
"118","04-01-2020","purchase","389","No","Salary"
"221","08-03-2020","purchase","136","Yes","Current"
"221","07-03-2020","deposit","312","No","Current"
"221","24-02-2020","deposit","508","Yes","Current"
"221","14-03-2020","purchase","175","Yes","Savings"
"221","27-02-2020","purchase","411","Yes","Current"
"221","17-01-2020","deposit","112","No","Savings"
"221","07-03-2020","withdrawal","427","No","Savings"
"221","24-01-2020","deposit","883","No","Savings"
"221","23-01-2020","deposit","256","No","Savings"
"221","21-01-2020","purchase","14","No","Current"
"126","03-03-2020","deposit","270","No","Savings"
"126","25-02-2020","deposit","651","Yes","Savings"
"126","22-02-2020","deposit","280","No","Current"
"126","11-02-2020","withdrawal","806","Yes","Savings"
"126","07-02-2020","purchase","875","No","Savings"
"126","23-02-2020","purchase","744","No","Current"
"126","10-02-2020","deposit","970","No","Savings"
"126","27-02-2020","deposit","367","No","Salary"
"126","28-03-2020","withdrawal","557","Yes","Salary"
"126","21-01-2020","withdrawal","906","Yes","NRI"
"126","13-02-2020","purchase","167","Yes","Savings"
"126","24-03-2020","withdrawal","946","No","NRI"
"126","03-03-2020","withdrawal","873","No","Salary"
"126","04-02-2020","deposit","394","Yes","Current"
"245","10-03-2020","withdrawal","45","No","Current"
"245","07-04-2020","deposit","891","Yes","Current"
"245","23-03-2020","purchase","434","Yes","Savings"
"245","27-03-2020","withdrawal","322","Yes","Current"
"245","04-03-2020","purchase","116","No","Savings"
"245","16-04-2020","deposit","266","No","Savings"
